"","census_2018","estz_total_sim","estz_core_sim","estz_supplemental_sim","estz_total_quint_sim","estz_core_quint_sim","estz_supplemental_quint_sim","estz_total_admin","estz_core_admin","estz_supplemental_admin","estz_total_quint_admin","estz_core_quint_admin","estz_supplemental_quint_admin"
"1","0010",0.0169508023188782,0.0149547262766814,0.056451611,4,5,4,0.47939068,0.42293906,0.056451611,5,5,4
"2","0020",0.00723153219515953,0.00289261277971498,0.17647059,3,3,5,0.29411766,0.11764706,0.17647059,4,3,5
"3","0030",NA,NA,NA,NA,NA,NA,0.21666667,0.21666667,0,3,4,1
"4","0040",0.0128886297121342,0.0105452427473884,0.06666667,4,4,4,0.36666667,0.30000001,0.06666667,4,4,4
"5","0051",0.0157006801552227,0.0104671206849885,0.15000001,4,4,5,0.44999999,0.30000001,0.15000001,5,4,5
"6","0052",0.00954534515626241,0.00763627586537655,0.05882353,4,4,4,0.29411766,0.23529412,0.05882353,4,4,4
"7","0060",0.0280556429309257,0.0280556429309257,0,5,5,1,0.38316247,0.38316247,0,4,5,1
"8","0101",0.0105072332539966,0.0105072332539966,0,4,4,1,0.42058489,0.42058489,0,4,5,1
"9","0102",0.0105072332539966,0.0105072332539966,0,4,4,1,0.42058489,0.42058489,0,4,5,1
"10","0110",0.0169342683202809,0.0160429917898773,0.029411765,4,5,3,0.55882353,0.52941179,0.029411765,5,5,3
"11","0120",0.0161739267098688,0.00853493689515581,0.20577201,4,4,5,0.43567821,0.2299062,0.20577201,4,4,5
"12","0135",0.0152803302515746,0.00993221506692419,0.14583333,4,4,5,0.41666666,0.27083334,0.14583333,4,4,5
"13","0136",0.0132322581825971,0.0132322581825971,0,4,4,1,0.38461539,0.38461539,0,4,5,1
"14","0137",0.0174438543673009,0.0145365450734993,0.083333336,5,4,4,0.5,0.41666666,0.083333336,5,5,4
"15","0140",0.00529174552301828,0.00455744835660268,0.031466193,3,3,3,0.22676244,0.19529626,0.031466193,3,3,4
"16","0150",0.0154951447552773,0.0154951447552773,0,4,5,1,0.41666666,0.41666666,0,4,5,1
"17","0160",0.0114856972572454,0.0105848575572021,0.033333335,4,4,3,0.42500001,0.39166665,0.033333335,4,5,4
"18","0205",0.00175836987483822,0.00175836987483822,0,2,2,1,0.083333336,0.083333336,0,2,2,1
"19","0220",0.0050070514885432,0.00389437316362398,0.039999999,3,3,3,0.18000001,0.14,0.039999999,3,3,4
"20","0230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","0300",0.0143200895145966,0.0097103169884603,0.16478696,4,4,5,0.51190478,0.34711778,0.16478696,5,4,5
"22","0310",0.00464056017662022,0.00337495304901655,0.053571429,3,3,4,0.19642857,0.14285715,0.053571429,3,3,4
"23","0325",0.00625486426276586,0.00573362542130536,0.022727273,3,3,3,0.27272728,0.25,0.022727273,4,4,3
"24","0335",0.014472978267552,0.0138229087957941,0.023382263,4,4,3,0.26315845,0.25146731,0.0116911315,3,4,3
"25","0340",0.00526129499032476,0.00478299529965101,0.020833334,3,3,3,0.22916667,0.20833333,0.020833334,3,4,3
"26","0350",0.0103641515856551,0.00942195657283359,0.027777778,4,4,3,0.30555555,0.27777779,0.027777778,4,4,3
"27","0360",0.0150619313324422,0.0140779853490747,0.02813853,4,4,3,0.43073595,0.4025974,0.02813853,4,5,3
"28","0400",0.0116720143817171,0.00636655317371659,0.1923077,4,3,5,0.42307693,0.23076923,0.1923077,4,4,5
"29","0410",0.0124729388459651,0.00722117502806033,0.14814815,4,4,5,0.35185185,0.2037037,0.14814815,4,3,5
"30","0420",0.011815659368591,0.00787710624572735,0.125,4,4,4,0.375,0.25,0.125,4,4,5
"31","0425",0.0133751615382511,0.0133751615382511,0,4,4,1,0.52173913,0.52173913,0,5,5,1
"32","0426",0.0117060518624989,0.011055982390741,0.023382263,4,4,3,0.42105374,0.39767146,0.023382263,4,5,3
"33","0440",0.0117060518624989,0.011055982390741,0.023382263,4,4,3,0.42105374,0.39767146,0.023382263,4,5,3
"34","0500",0.0202533837455842,0.0162027075257558,0.10714286,5,5,4,0.53571427,0.42857143,0.10714286,5,5,5
"35","0510",0.00824629789567297,0.00589021282301358,0.083333336,3,3,4,0.29166666,0.20833333,0.083333336,4,4,4
"36","0520",0.0114788613271153,0.00789171725207037,0.125,4,4,4,0.40000001,0.27500001,0.125,4,4,5
"37","0530",0.016591440985262,0.016591440985262,0,4,5,1,0.44736841,0.44736841,0,5,5,1
"38","0540",0.0229031495127656,0.0195542786553016,0.10344828,5,5,4,0.39285715,0.341133015,0.05172414,4,4,4
"39","0565",0.00941388843015173,0.00626249956822912,0.13107263,4,3,5,0.39154267,0.26047003,0.13107263,4,4,5
"40","0600",0.0151515958717692,0.0138889623816107,0.035714287,4,4,3,0.42857143,0.39285713,0.035714287,4,5,4
"41","0630",0.0376195665057852,0.0308544171550842,0.185439564,5,5,5,0.34386447,0.282051286666667,0.061813188,4,4,4
"42","0640",0.0209048391214031,0.012975416884579,0.22916667,5,4,5,0.60416669,0.375,0.22916667,5,5,5
"43","0650",0.0169665003162603,0.0160735265966051,0.025,4,5,3,0.47499999,0.44999999,0.025,5,5,3
"44","0700",0.0160928393694339,0.0142221791729024,0.054301076,4,4,4,0.46713912,0.41283804,0.054301076,5,5,4
"45","0705",0.0463165250609995,0.0448570402669537,0.0506081017,5,5,4,0.512922416666667,0.49605304,0.0168693672333333,5,5,3
"46","0710",0.0172419294329841,0.0172419294329841,0,4,5,1,0.45454547,0.45454547,0,5,5,1
"47","0725",0.0113216796009081,0.0095340460455723,0.071428575,4,4,4,0.45238096,0.38095239,0.071428575,5,5,4
"48","0726",0.0133301927284264,0.0120606500559975,0.035714287,4,4,3,0.375,0.3392857,0.035714287,4,4,4
"49","0735",0.0182882002285953,0.015197236527573,0.083333336,5,5,4,0.49305555,0.40972221,0.083333336,5,5,4
"50","0750",0.0158229611281653,0.0151160374352351,0.024067078,4,5,3,0.53869009,0.51462299,0.024067078,5,5,3
"51","0800",0.0177839062376568,0.0154127189764213,0.06666667,5,5,4,0.5,0.43333334,0.06666667,5,5,4
"52","0810",0.0183744540786222,0.0167514726850289,0.06666667,5,5,4,0.37738097,0.34404761,0.033333335,4,4,4
"53","0820",0.0156914936486738,0.0156914936486738,0,4,5,1,0.42307693,0.42307693,0,4,5,1
"54","0830",0.0229057239329453,0.0147251084225812,0.22727273,5,5,5,0.63636363,0.40909091,0.22727273,5,5,5
"55","0845",0.0160013301102453,0.0160013301102453,0,4,5,1,0.4361777,0.4361777,0,4,5,1
"56","0850",0.0178493860924662,0.0133870399441867,0.11904762,5,4,4,0.47619048,0.35714287,0.11904762,5,4,5
"57","0860",0.0167480523105994,0.0167480523105994,0,4,5,1,0.5,0.5,0,5,5,1
"58","0900",0.0175822076844701,0.0153844317239114,0.05882353,5,5,4,0.47058824,0.41176471,0.05882353,5,5,4
"59","0910",0.029040084499951,0.027293363594515,0.050000001,5,5,4,0.423188405,0.3981884,0.0250000005,4,5,3
"60","0930",0.0151715590787927,0.0062065472406779,0.25999999,4,3,5,0.44,0.18000001,0.25999999,5,3,5
"61","0940",0.0203548958664805,0.0203548958664805,0,5,5,1,0.58333331,0.58333331,0,5,5,1
"62","0960",0.25841603745313,0.225441726930053,0.947431925,5,5,5,0.46943266625,0.41021817125,0.0592144953125,5,5,4
"63","1005",0.019620935400515,0.019620935400515,0,5,5,1,0.60000002,0.60000002,0,5,5,1
"64","1006",0.0213411997864547,0.0164988954559532,0.14772727,5,5,5,0.65106952,0.50334227,0.14772727,5,5,5
"65","1007",0.0242872321152023,0.0242872321152023,0,5,5,1,0.75,0.75,0,5,5,1
"66","1010",0.0281880675775588,0.021384052222989,0.20588236,5,5,5,0.85294116,0.64705884,0.20588236,5,5,5
"67","1021",0.0398985884346791,0.0398985884346791,0,5,5,1,0.59291565,0.59291565,0,5,5,1
"68","1022",0.0586861005050145,0.0585836088756566,0.0031587607,5,5,3,0.588284906666667,0.58723199,0.00105292023333333,5,5,3
"69","1031",0.0213886808609261,0.0204695701513528,0.028950112,5,5,3,0.67370069,0.64475054,0.028950112,5,5,3
"70","1032",0.0401761929312615,0.0391545905923303,0.0321088727,5,5,3,0.626362055,0.610307605,0.01605443635,5,5,3
"71","1050",0.0354861465586902,0.0323377999733056,0.125,5,5,4,0.649038465,0.586538465,0.0625,5,5,4
"72","1065",0.0866075121440243,0.0810549212589947,0.1872655767,5,5,5,0.566824914,0.529371778,0.03745311534,5,5,4
"73","1105",0.0144788034996908,0.0130998700563095,0.050000001,4,4,4,0.52499998,0.47499999,0.050000001,5,5,4
"74","1106",0.0164306200587957,0.014795611828167,0.059149183,4,5,4,0.59440559,0.53525639,0.059149183,5,5,4
"75","1108",0.0342499124670985,0.0339892536825422,0.00907723,5,5,3,0.57880467,0.574266075,0.004538615,5,5,3
"76","1200",0.0161415133044775,0.0111748940267518,0.13333334,4,4,5,0.43333334,0.30000001,0.13333334,4,4,5
"77","1210",0.0341903857946053,0.0323908912428369,0.045454547,5,5,4,0.86363637,0.81818181,0.045454547,5,5,4
"78","1220",0.0270226370652032,0.0257943353804213,0.03125,5,5,3,0.6875,0.65625,0.03125,5,5,3
"79","1230",0.0223838922754825,0.0223838922754825,0,5,5,1,0.64210528,0.64210528,0,5,5,1
"80","1240",NA,NA,NA,NA,NA,NA,0.625843721428571,0.561445681428571,0.064398031,5,5,4
"81","1305",0.0120065175000817,0.00867137396350823,0.10416666,4,4,4,0.375,0.27083334,0.10416666,4,4,5
"82","1306",0.00698757899348891,0.00698757899348891,0,3,4,1,0.21052632,0.21052632,0,3,4,1
"83","1310",0.0160508502830052,0.0124308343734642,0.127976194,4,4,5,0.30617559,0.2421875,0.063988097,4,4,4
"84","1320",0.0126345568363773,0.00971889060081034,0.083333336,4,4,4,0.3611111,0.27777779,0.083333336,4,4,4
"85","1330",0.00924597007548725,0.00924597007548725,0,3,4,1,0.35714287,0.35714287,0,4,4,1
"86","1340",0.0173909467105363,0.0173909467105363,0,5,5,1,0.58333331,0.58333331,0,5,5,1
"87","1350",0.0112758108498852,0.0112758108498852,0,4,4,1,0.34615386,0.34615386,0,4,4,1
"88","1360",0.0108200504202311,0.00853890239562333,0.070809096,4,4,4,0.33586511,0.26505601,0.070809096,4,4,4
"89","1400",0.0120849160078274,0.0111553076504947,0.027777778,4,4,3,0.3611111,0.33333334,0.027777778,4,4,3
"90","1410",0.0282501423236704,0.0173750430760798,0.35714286,5,5,5,0.483225125,0.30465368,0.17857143,5,4,5
"91","1420",0.0182020699618042,0.0169467556646851,0.035714287,5,5,3,0.51785713,0.48214287,0.035714287,5,5,4
"92","1430",0.0240572433110612,0.0230739325485907,0.032437354,5,5,3,0.418714375,0.402495715,0.016218677,4,5,3
"93","1440",0.00521235818126789,0.00521235818126789,0,3,3,1,0.21666667,0.21666667,0,3,4,1
"94","1450",0.0125947268857427,0.0125947268857427,0,4,4,1,0.42857143,0.42857143,0,4,5,1
"95","1460",0.0103866880520775,0.00871938092686988,0.059981685,4,4,4,0.37366301,0.31368133,0.059981685,4,4,4
"96","1500",0.00706117163076664,0.00353058581538332,0.11111111,3,3,4,0.22222222,0.11111111,0.11111111,3,3,5
"97","1510",0.0138159426536574,0.0138159426536574,0,4,4,1,0.42500001,0.42500001,0,4,5,1
"98","1520",0.00749119139897248,0.00674207225907523,0.021739131,3,3,3,0.2173913,0.19565217,0.021739131,3,3,3
"99","1530",0.011251723665283,0.00849267588067393,0.10378572,4,4,4,0.4232505,0.31946477,0.10378572,4,4,5
"100","1541",0.00977644907433473,0.0092333130991373,0.017857144,4,4,3,0.32142857,0.30357143,0.017857144,4,4,3
"101","1545",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","1551",0.0114759302623826,0.0106258614201745,0.033333335,4,4,3,0.44999999,0.41666666,0.033333335,5,5,4
"103","1555",NA,NA,NA,NA,NA,NA,0.310220016,0.218155919,0.09206410648,4,4,5
"104","1560",0.00568024718425472,0.00492288096875738,0.033333335,3,3,3,0.25,0.21666667,0.033333335,3,4,4
"105","1600",0.0321163623838006,0.0279658296115724,0.166666666,5,5,5,0.41310542,0.357549863333333,0.0555555553333333,4,4,4
"106","1610",0.0421258324812151,0.0340828610211338,0.284320892,5,5,5,0.3778240025,0.3067437775,0.071080223,4,4,4
"107","1640",0.00763433181152931,0.00499916587783107,0.124618737,3,3,4,0.17915033,0.1168409645,0.0623093685,3,3,4
"108","1650",0.0325108972653314,0.0228521297439375,0.27857143,5,5,5,0.465476185,0.326190485,0.139285715,5,4,5
"109","1660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","1700",0.0373710902088247,0.0270593804775071,0.29215686,5,5,5,0.5372549,0.39117648,0.14607843,5,5,5
"111","1710",0.0154913692223111,0.012393095110158,0.09259259,4,4,4,0.46296296,0.37037036,0.09259259,5,5,5
"112","1720",0.020273922063681,0.0183404494602138,0.06971154,5,5,4,0.36057693,0.32572116,0.03485577,4,4,4
"113","1745",0.0144156441446106,0.0119421637890784,0.090311006,4,4,4,0.52633995,0.43602893,0.090311006,5,5,5
"114","1750",0.0335962079058525,0.0245434163716577,0.360311006,5,5,5,0.436071653333333,0.315967976666667,0.120103668666667,4,4,5
"115","1760",0.0122852356011184,0.0109202096416205,0.041666668,4,4,3,0.375,0.33333334,0.041666668,4,4,4
"116","1800",0.0217986886861488,0.0201048701604043,0.04423077,5,5,3,0.56923079,0.52499998,0.04423077,5,5,4
"117","1815",0.0204106184496426,0.0204106184496426,0,5,5,1,0.5625,0.5625,0,5,5,1
"118","1821",0.0138331991520171,0.0116789233969077,0.05506954,4,4,4,0.35361665,0.29854712,0.05506954,4,4,4
"119","1822",0.0138331991520171,0.0116789233969077,0.05506954,4,4,4,0.35361665,0.29854712,0.05506954,4,4,4
"120","1825",0.0558527046190631,0.0476535155367161,0.21013908,5,5,5,0.36488373,0.31234896,0.05253477,4,4,4
"121","1830",0.016987582575428,0.016987582575428,0,4,5,1,0.42307693,0.42307693,0,4,5,1
"122","1840",0.0182798245528669,0.0182798245528669,0,5,5,1,0.54000002,0.54000002,0,5,5,1
"123","1860",0.0743592254811077,0.0632717396329065,0.2965368,5,5,5,0.428701296,0.369393946,0.05930736,4,4,4
"124","1900",0.014109815930819,0.0125817625486736,0.070295014,4,4,4,0.32454684,0.28939933,0.035147507,4,4,4
"125","1910",0.00864755305972691,0.00665196438945986,0.083333336,3,3,4,0.3611111,0.27777779,0.083333336,4,4,5
"126","1920",0.00598396020377153,0.00523596517830009,0.03125,3,3,3,0.25,0.21875,0.03125,3,4,3
"127","1935",0.0320597662316008,0.0251880494410729,0.309242126,5,5,5,0.36389434,0.286583805,0.0773105315,4,4,4
"128","1940",0.00249903607448413,0.000842216578927759,0.075187966,2,2,4,0.11340852,0.038220551,0.075187966,2,2,4
